rw_percentage_2020,rw_is_common_at_org,productivity_remote_vs_office,inperson_hours__working,remote_hours_commuting,remote_hours_working,remote_hours_personal_family_time,remote_hours_domestic_responsibilities
3-4 days,Neither agree nor disagree,much more productive,8.0,1.5,8.0,5.0,4.0
2-3 days,Strongly agree,same productivity,8.0,0.0,4.0,4.0,2.0
4-5 days,Somewhat agree,much more productive,7.5,0.5,9.0,3.5,3.0
0-1 days,Strongly agree,same productivity,8.0,0.5,8.0,5.0,2.0
1-2 days,Neither agree nor disagree,more productive,11.0,1.0,5.0,1.0,1.0
4-5 days,Somewhat agree,less productive,7.0,0.0,6.0,2.0,2.0
4-5 days,Somewhat agree,much more productive,7.0,2.0,5.0,2.0,1.0
3-4 days,Somewhat disagree,same productivity,8.0,1.0,8.0,3.0,1.0
1-2 days,Neither agree nor disagree,much more productive,12.0,1.0,12.0,1.0,1.0
4-5 days,Somewhat agree,much more productive,8.0,1.0,10.0,2.0,2.0
1-2 days,Somewhat disagree,much less productive,7.0,0.0,7.0,0.0,0.0
0-1 days,Somewhat agree,more productive,14.0,1.0,8.0,3.0,2.0
4-5 days,Somewhat agree,much more productive,7.0,0.0,7.0,4.0,4.0
3-4 days,Somewhat agree,same productivity,9.0,0.5,9.0,4.0,1.0
3-4 days,Strongly agree,same productivity,7.0,0.0,7.0,5.0,5.0
4-5 days,Neither agree nor disagree,less productive,4.0,0.0,6.0,5.0,2.5
4-5 days,Strongly agree,much more productive,9.0,0.0,12.0,4.0,4.0
2-3 days,Somewhat disagree,much more productive,7.0,0.0,7.0,8.0,8.0
4-5 days,Strongly agree,same productivity,7.66,0.5,7.66,6.0,6.0
4-5 days,Somewhat agree,much more productive,7.0,0.1,7.0,3.0,3.0
3-4 days,Strongly agree,less productive,8.0,0.0,8.0,7.0,4.0
4-5 days,Somewhat agree,same productivity,9.0,1.0,6.0,9.0,8.0
4-5 days,Strongly agree,much more productive,8.0,0.0,9.0,3.0,3.0
1-2 days,Strongly disagree,more productive,6.0,5.0,6.0,11.0,2.0
0-1 days,Somewhat disagree,much more productive,2.0,2.0,2.0,2.0,2.0
2-3 days,Neither agree nor disagree,more productive,8.0,1.0,8.0,8.0,7.0
3-4 days,Neither agree nor disagree,less productive,2.0,1.0,4.0,2.0,2.0
0-1 days,Somewhat agree,much more productive,10.0,0.15,3.0,10.0,3.0
3-4 days,Somewhat agree,more productive,5.0,0.0,6.5,1.0,0.05
4-5 days,Strongly agree,much more productive,8.0,0.0,8.0,8.0,8.0
4-5 days,Strongly agree,more productive,8.5,0.5,8.5,4.0,2.0
4-5 days,Strongly agree,more productive,7.5,0.5,8.5,3.5,3.5
3-4 days,Somewhat agree,much more productive,8.0,0.5,8.0,5.0,4.0
4-5 days,Strongly agree,same productivity,7.5,0.0,6.0,3.0,4.0
4-5 days,Strongly agree,much more productive,8.0,0.5,8.0,5.0,2.0
3-4 days,Strongly agree,much more productive,8.0,0.5,8.0,3.0,4.0
2-3 days,Somewhat disagree,same productivity,5.0,5.0,5.0,7.0,5.0
4-5 days,Strongly agree,more productive,7.5,2.0,7.5,2.5,2.0
2-3 days,Strongly agree,more productive,6.0,0.0,8.0,7.0,2.5
0-1 days,Somewhat agree,much more productive,6.0,1.0,7.0,3.0,0.0
3-4 days,Somewhat agree,much more productive,6.0,3.0,7.0,10.0,4.0
4-5 days,Somewhat agree,more productive,8.0,1.0,8.0,3.0,2.0
2-3 days,Somewhat agree,less productive,4.0,4.0,7.0,7.0,6.0
4-5 days,Neither agree nor disagree,same productivity,5.0,0.0,6.0,5.0,4.0
4-5 days,Strongly agree,much more productive,10.0,0.5,10.0,3.0,2.5
2-3 days,Strongly agree,less productive,8.0,0.0,8.5,4.0,3.0
2-3 days,Somewhat agree,less productive,8.0,0.5,8.0,3.0,2.0
4-5 days,Neither agree nor disagree,more productive,5.0,0.5,5.0,2.0,1.0
4-5 days,Strongly agree,much more productive,8.0,0.0,5.0,5.0,7.0
2-3 days,Somewhat agree,more productive,2.0,4.0,3.0,2.0,1.0
3-4 days,Strongly agree,more productive,5.0,2.0,2.0,3.0,3.0
3-4 days,Strongly agree,much more productive,2.0,0.0,6.0,5.0,5.0
0-1 days,Strongly disagree,much less productive,3.0,1.0,3.0,6.0,5.0
4-5 days,Strongly agree,more productive,9.0,0.0,11.0,3.0,2.0
2-3 days,Neither agree nor disagree,much more productive,8.0,1.0,8.0,5.0,2.5
1-2 days,Strongly agree,same productivity,7.6,1.0,8.0,5.0,3.0
4-5 days,Strongly agree,more productive,9.0,1.0,9.0,2.0,1.0
4-5 days,Strongly agree,much more productive,8.0,0.0,5.0,10.0,2.5
4-5 days,Somewhat agree,much more productive,1.0,1.0,1.0,1.0,1.0
4-5 days,Somewhat agree,much more productive,8.0,0.0,8.0,5.0,2.0
4-5 days,Somewhat agree,same productivity,7.0,0.0,7.0,3.0,2.0
1-2 days,Somewhat agree,much more productive,8.0,0.5,12.0,10.0,1.5
1-2 days,Strongly agree,much more productive,7.0,2.0,7.0,8.0,7.0
4-5 days,Somewhat agree,more productive,5.0,2.0,5.0,2.0,0.0
2-3 days,Strongly agree,same productivity,7.0,0.5,7.0,4.0,2.5
4-5 days,Somewhat disagree,same productivity,8.0,0.0,8.0,5.0,0.5
4-5 days,Strongly agree,much more productive,8.0,0.25,8.5,6.0,6.0
3-4 days,Somewhat agree,much more productive,8.0,1.0,8.0,3.0,0.0
4-5 days,Strongly agree,much more productive,7.5,0.0,7.5,2.0,2.0
4-5 days,Strongly agree,much more productive,9.0,0.0,9.0,5.0,0.0
4-5 days,Somewhat agree,much more productive,10.0,0.0,10.0,4.0,3.0
4-5 days,Somewhat agree,much more productive,7.0,1.0,7.0,3.0,0.0
1-2 days,Strongly agree,much more productive,6.0,3.0,6.0,1.0,1.0
3-4 days,Neither agree nor disagree,less productive,9.0,0.0,8.0,5.0,2.0
1-2 days,Neither agree nor disagree,much less productive,8.0,0.0,6.0,6.0,6.0
3-4 days,Strongly agree,less productive,8.0,2.0,9.0,2.0,2.5
4-5 days,Strongly agree,same productivity,7.0,1.0,7.0,8.0,8.0
3-4 days,Strongly agree,more productive,8.0,1.0,9.0,2.0,2.0
1-2 days,Somewhat disagree,much more productive,7.0,2.0,12.0,6.0,4.0
1-2 days,Strongly agree,much more productive,12.0,0.5,10.0,2.0,0.0
4-5 days,Strongly agree,same productivity,6.0,2.0,6.0,4.0,2.0
3-4 days,Strongly agree,same productivity,6.0,1.0,10.0,3.0,1.0
4-5 days,Somewhat agree,more productive,7.0,0.0,11.0,2.0,2.0
0-1 days,Strongly agree,much less productive,10.0,0.0,12.0,4.0,8.0
3-4 days,Somewhat disagree,much less productive,7.0,4.0,8.0,9.0,3.0
4-5 days,Strongly agree,more productive,9.0,0.5,8.0,4.0,3.0
3-4 days,Somewhat agree,much more productive,8.0,2.0,8.0,10.0,3.0
3-4 days,Strongly agree,much more productive,8.0,0.5,8.0,7.0,4.0
0-1 days,No response,much more productive,7.0,2.0,7.0,1.0,1.0
4-5 days,Strongly agree,less productive,8.0,0.0,9.0,0.5,2.0
0-1 days,Strongly agree,much more productive,9.0,0.5,9.0,4.0,2.0
2-3 days,Strongly agree,much more productive,8.0,1.0,8.0,10.0,5.0
2-3 days,Neither agree nor disagree,more productive,6.0,0.5,5.0,7.0,6.0
3-4 days,Neither agree nor disagree,less productive,8.0,0.0,7.0,9.0,8.0
2-3 days,Somewhat agree,same productivity,8.0,1.0,8.0,1.0,1.0
4-5 days,Strongly agree,more productive,8.0,0.5,8.0,4.0,2.0
2-3 days,Strongly agree,less productive,8.0,0.0,7.5,8.5,0.5
2-3 days,Somewhat agree,less productive,6.0,0.2,6.0,4.0,2.0
0-1 days,Somewhat agree,same productivity,8.0,1.0,8.0,0.5,0.0
1-2 days,Somewhat agree,much more productive,8.0,0.0,10.0,3.0,2.0
1-2 days,Somewhat agree,less productive,7.0,0.5,6.0,1.0,0.5
2-3 days,Strongly agree,much more productive,8.0,0.5,9.0,5.0,2.0
4-5 days,Neither agree nor disagree,more productive,8.0,0.0,6.0,2.0,3.0
1-2 days,Neither agree nor disagree,much more productive,5.0,5.0,5.0,5.0,2.5
1-2 days,Somewhat agree,same productivity,10.0,0.0,10.0,5.0,1.0
4-5 days,Strongly agree,less productive,8.0,0.5,8.0,2.0,2.0
3-4 days,Strongly agree,same productivity,7.0,1.0,7.0,10.0,5.0
4-5 days,Strongly agree,same productivity,8.0,0.5,8.0,6.0,1.5
0-1 days,Strongly disagree,much more productive,6.0,0.5,6.0,4.0,3.0
4-5 days,Neither agree nor disagree,much more productive,8.0,0.0,9.0,4.0,4.0
1-2 days,Strongly agree,more productive,8.0,2.0,8.0,2.0,0.0
1-2 days,Strongly agree,much more productive,2.0,1.0,1.0,1.0,2.0
0-1 days,Strongly agree,same productivity,10.0,0.0,10.0,3.0,3.0
4-5 days,Somewhat agree,much more productive,7.0,2.0,8.0,3.0,2.0
0-1 days,Somewhat agree,same productivity,2.0,0.1,2.0,0.0,0.5
4-5 days,Strongly agree,much more productive,8.0,1.0,8.0,4.0,1.0
1-2 days,Somewhat disagree,much more productive,6.0,5.0,8.0,8.0,3.0
4-5 days,Strongly agree,same productivity,8.0,0.5,8.0,3.0,3.0
4-5 days,Strongly disagree,same productivity,8.0,0.0,8.0,4.0,3.0
2-3 days,Strongly disagree,same productivity,10.0,0.6,12.0,6.0,0.5
2-3 days,Strongly agree,much more productive,7.0,0.0,6.0,12.0,6.0
1-2 days,Somewhat agree,much less productive,10.0,2.0,8.0,2.0,1.0
2-3 days,Somewhat disagree,more productive,6.0,1.0,6.0,5.0,3.0
1-2 days,Somewhat agree,much more productive,6.0,2.0,8.0,10.0,4.0
4-5 days,Strongly disagree,more productive,9.0,0.5,9.5,8.0,6.0
4-5 days,Strongly agree,much more productive,8.0,0.0,8.0,2.0,0.0
3-4 days,Somewhat agree,less productive,6.0,0.5,8.0,4.0,2.0
2-3 days,Somewhat agree,same productivity,6.5,0.5,7.0,0.5,1.0
4-5 days,Neither agree nor disagree,much less productive,8.0,0.0,10.0,5.0,3.0
4-5 days,Strongly agree,same productivity,7.5,0.5,7.0,3.0,0.0
2-3 days,Somewhat disagree,much more productive,4.0,4.0,6.0,0.5,1.0
2-3 days,Somewhat agree,more productive,8.0,1.0,8.0,5.0,2.5
4-5 days,Neither agree nor disagree,same productivity,8.0,0.0,6.0,3.0,2.0
4-5 days,Strongly agree,less productive,7.0,1.0,7.0,12.0,4.0
3-4 days,Somewhat agree,same productivity,2.0,2.0,2.0,2.0,2.0
4-5 days,Strongly agree,same productivity,8.0,0.0,10.0,2.0,6.0
4-5 days,Neither agree nor disagree,same productivity,3.0,1.0,3.0,4.0,2.0
4-5 days,Strongly agree,much more productive,5.0,0.0,5.0,6.0,1.0
3-4 days,Somewhat agree,much more productive,7.0,1.0,9.0,5.0,2.0
4-5 days,Strongly agree,same productivity,6.0,2.0,6.0,5.0,3.0
4-5 days,Somewhat agree,same productivity,4.0,1.0,4.0,3.0,3.0
2-3 days,Somewhat agree,same productivity,3.0,2.0,1.0,2.0,3.0
4-5 days,Somewhat agree,same productivity,8.0,0.5,8.0,4.0,1.0
4-5 days,Strongly agree,more productive,7.5,0.0,12.0,1.0,2.0
0-1 days,Strongly disagree,less productive,7.0,0.0,7.0,8.0,2.0
4-5 days,Neither agree nor disagree,same productivity,8.0,0.0,8.0,4.0,3.0
1-2 days,Neither agree nor disagree,same productivity,8.0,2.0,9.0,11.0,2.0
2-3 days,Strongly agree,more productive,8.0,0.0,8.0,9.0,7.0
3-4 days,Somewhat agree,much less productive,8.0,2.0,8.0,3.0,3.0
4-5 days,Strongly agree,much more productive,5.0,0.0,8.0,2.0,1.0
2-3 days,Strongly disagree,much more productive,5.0,1.0,8.0,3.0,1.0
0-1 days,Somewhat agree,less productive,8.0,0.0,8.0,3.0,2.0
2-3 days,Neither agree nor disagree,much less productive,6.0,5.0,3.0,9.0,7.0
0-1 days,Somewhat agree,much more productive,5.0,1.0,5.0,8.0,2.0
4-5 days,Strongly agree,less productive,7.0,0.5,7.5,6.0,2.0
3-4 days,Somewhat agree,less productive,8.0,0.5,5.0,6.0,2.0
4-5 days,Strongly agree,more productive,8.0,0.5,9.0,3.5,4.0
4-5 days,Strongly disagree,more productive,7.5,0.0,7.5,4.0,1.0
2-3 days,Somewhat agree,more productive,8.0,0.5,9.0,4.5,2.0
1-2 days,Neither agree nor disagree,much more productive,12.0,5.0,12.0,5.0,2.0
0-1 days,Strongly agree,less productive,10.0,1.0,13.0,1.0,2.0
2-3 days,Somewhat agree,more productive,5.0,3.0,5.0,8.0,8.0
4-5 days,Somewhat agree,much more productive,3.0,1.0,4.0,4.0,1.0
2-3 days,Somewhat disagree,less productive,8.0,0.5,6.5,10.0,7.0
4-5 days,Somewhat agree,much more productive,8.0,1.0,8.0,8.0,3.0
4-5 days,Strongly agree,same productivity,3.0,0.0,3.0,0.0,0.0
1-2 days,Somewhat agree,much more productive,8.0,5.0,5.0,5.0,2.5
4-5 days,Strongly agree,much more productive,8.0,0.5,8.0,4.0,4.0
4-5 days,Strongly agree,more productive,8.0,2.0,8.0,12.0,2.0
1-2 days,Neither agree nor disagree,more productive,8.0,0.05,10.0,3.0,0.45
1-2 days,Neither agree nor disagree,same productivity,8.0,0.5,9.0,10.0,4.5
2-3 days,Neither agree nor disagree,much more productive,2.0,0.5,5.0,8.0,5.0
4-5 days,Strongly agree,more productive,11.5,0.5,12.5,10.0,1.0
0-1 days,Strongly disagree,less productive,7.0,0.25,6.0,1.0,0.0
2-3 days,Somewhat agree,less productive,9.0,0.5,10.0,4.0,1.0
4-5 days,Strongly agree,more productive,7.5,0.5,7.5,0.5,2.0
2-3 days,Somewhat agree,less productive,8.0,0.5,8.0,5.0,2.0
3-4 days,Strongly agree,more productive,7.0,0.5,8.0,3.0,4.0
4-5 days,Strongly agree,much more productive,7.0,0.0,7.0,1.0,1.0
3-4 days,Somewhat agree,same productivity,4.0,2.5,5.0,4.0,5.0
4-5 days,Somewhat agree,same productivity,8.0,0.0,8.0,5.0,3.0
3-4 days,Strongly agree,more productive,6.0,1.0,6.0,5.0,3.0
1-2 days,Strongly disagree,much more productive,2.0,1.0,3.0,4.0,4.0
4-5 days,Somewhat agree,same productivity,7.5,0.5,7.0,3.0,2.0
4-5 days,Strongly agree,more productive,8.5,0.5,9.0,6.0,1.0
0-1 days,Somewhat disagree,more productive,6.0,1.0,7.0,4.0,2.0
4-5 days,Strongly agree,much more productive,9.0,0.0,12.0,3.0,2.0
2-3 days,Somewhat disagree,same productivity,5.0,5.0,5.0,5.0,5.0
2-3 days,Somewhat agree,same productivity,8.0,1.0,6.0,4.0,1.0
4-5 days,Strongly agree,same productivity,7.0,0.0,8.0,0.0,0.5
0-1 days,Somewhat agree,same productivity,8.5,1.0,8.5,2.0,2.0
2-3 days,Neither agree nor disagree,same productivity,8.0,1.0,8.0,4.0,3.0
4-5 days,Strongly agree,much more productive,8.0,0.0,8.0,1.0,1.0
1-2 days,Somewhat agree,much less productive,8.5,0.5,8.5,5.0,4.0
4-5 days,Somewhat agree,less productive,6.0,3.0,8.0,8.0,5.0
2-3 days,Somewhat agree,more productive,6.0,0.0,9.0,5.0,0.0
0-1 days,Strongly agree,much more productive,7.5,0.5,7.5,5.0,1.0
4-5 days,Somewhat agree,much more productive,10.0,1.0,11.0,5.0,7.0
4-5 days,Strongly agree,much more productive,9.0,0.5,2.0,2.0,2.5
2-3 days,Strongly agree,same productivity,8.0,0.15,8.0,7.0,1.0
2-3 days,Strongly agree,same productivity,8.0,3.0,4.0,1.0,2.0
1-2 days,Somewhat agree,much more productive,8.0,2.0,8.0,2.0,0.0
1-2 days,Somewhat disagree,less productive,8.0,3.0,8.0,7.0,4.0
4-5 days,Neither agree nor disagree,same productivity,10.0,0.0,9.0,10.0,1.0
1-2 days,Strongly agree,much more productive,6.0,2.0,7.0,9.0,6.0
4-5 days,Strongly agree,much more productive,4.0,0.0,4.0,6.0,5.0
4-5 days,Somewhat agree,much more productive,7.0,0.0,6.0,7.0,5.0
3-4 days,Strongly agree,more productive,8.0,0.0,9.5,6.0,3.0
2-3 days,Strongly agree,same productivity,7.0,0.0,7.0,2.0,3.0
1-2 days,Neither agree nor disagree,same productivity,7.0,0.5,7.0,3.5,2.0
4-5 days,Strongly agree,more productive,8.0,0.5,8.0,4.0,3.0
4-5 days,Strongly agree,much more productive,6.0,0.0,9.0,2.0,2.0
1-2 days,Strongly agree,same productivity,9.0,0.5,10.0,6.0,7.5
3-4 days,Somewhat agree,much more productive,9.0,0.0,10.0,3.0,4.0
4-5 days,Strongly agree,same productivity,1.0,2.0,2.0,1.0,1.0
4-5 days,Somewhat agree,same productivity,8.0,1.0,8.0,3.0,4.0
1-2 days,Somewhat agree,same productivity,8.0,0.66,9.0,6.0,1.0
4-5 days,Strongly agree,same productivity,8.0,0.5,9.0,3.0,2.0
1-2 days,Strongly agree,much more productive,6.0,0.5,6.0,4.0,3.0
4-5 days,Strongly agree,more productive,8.0,0.5,6.0,8.0,8.0
0-1 days,Neither agree nor disagree,less productive,6.0,2.0,6.0,2.0,1.0
0-1 days,No response,more productive,8.0,2.0,10.0,5.0,7.0
1-2 days,Neither agree nor disagree,much more productive,7.0,1.0,7.0,10.0,6.0
4-5 days,Somewhat agree,same productivity,4.0,0.0,4.0,4.0,4.0
4-5 days,Strongly agree,much more productive,6.0,0.25,9.0,2.0,2.0
3-4 days,Strongly agree,much more productive,8.0,0.0,8.0,5.0,4.0
1-2 days,Somewhat agree,more productive,8.0,0.5,2.0,1.0,1.0
4-5 days,Strongly agree,more productive,6.5,0.0,7.5,4.0,2.0
4-5 days,Strongly agree,much more productive,8.0,1.0,8.0,4.0,2.0
0-1 days,Strongly agree,same productivity,10.0,0.5,10.0,4.0,0.0
4-5 days,Strongly agree,more productive,8.0,0.0,9.0,6.0,1.0
4-5 days,Strongly agree,less productive,8.0,0.0,7.0,4.0,4.0
4-5 days,Strongly agree,much more productive,9.0,0.0,10.0,1.0,1.0
4-5 days,Strongly agree,much more productive,8.0,0.0,10.0,4.0,3.0
4-5 days,Strongly agree,more productive,7.0,0.0,8.0,0.5,0.0
4-5 days,Somewhat agree,much more productive,8.0,1.0,8.0,4.0,0.0
4-5 days,Neither agree nor disagree,same productivity,8.0,0.0,8.0,4.0,2.0
4-5 days,Strongly agree,more productive,8.0,0.0,8.0,0.0,0.0
1-2 days,Strongly agree,less productive,7.0,3.0,7.0,8.0,6.0
2-3 days,Strongly disagree,much more productive,8.0,0.2,8.0,3.0,4.0
0-1 days,Strongly agree,less productive,7.0,0.0,6.0,1.0,1.0
1-2 days,Somewhat agree,much more productive,8.0,1.0,8.0,0.0,0.0
4-5 days,Neither agree nor disagree,much more productive,9.0,0.0,9.0,10.0,5.0
0-1 days,Neither agree nor disagree,much more productive,1.0,1.0,1.0,1.0,1.0
3-4 days,Strongly agree,less productive,8.0,0.25,8.0,4.0,2.0
4-5 days,Strongly agree,more productive,7.0,0.5,8.0,4.0,2.0
3-4 days,Strongly agree,much more productive,8.0,1.0,8.0,4.0,5.0
4-5 days,Strongly agree,same productivity,6.0,0.0,6.0,10.0,8.0
4-5 days,Strongly agree,more productive,7.5,0.5,9.0,4.0,0.5
4-5 days,Strongly agree,much more productive,9.0,0.25,9.0,4.0,1.0
2-3 days,Strongly agree,much less productive,8.0,1.0,8.0,8.0,2.0
2-3 days,Strongly agree,much more productive,8.0,3.0,8.0,6.0,7.0
0-1 days,No response,less productive,7.0,0.5,6.0,3.0,2.0
4-5 days,Strongly agree,much more productive,11.0,0.25,5.0,5.0,5.0
0-1 days,No response,much more productive,8.0,0.5,9.0,4.0,4.0
4-5 days,Somewhat agree,same productivity,4.0,0.5,4.0,2.0,2.0
4-5 days,Somewhat disagree,much less productive,7.0,0.0,7.0,8.0,2.5
2-3 days,Neither agree nor disagree,much more productive,6.0,3.0,6.0,8.0,6.0
2-3 days,Strongly agree,more productive,10.0,0.0,10.0,3.0,1.0
2-3 days,Somewhat agree,more productive,4.5,0.3,4.5,1.5,2.2
4-5 days,Strongly agree,same productivity,8.0,0.0,8.0,2.0,2.0
4-5 days,Strongly agree,much more productive,8.0,0.5,7.0,1.0,1.0
3-4 days,Neither agree nor disagree,same productivity,7.5,0.0,7.5,3.0,2.0
2-3 days,Neither agree nor disagree,much more productive,1.0,2.0,1.0,2.0,1.0
4-5 days,Somewhat agree,much more productive,5.0,1.0,5.0,5.0,5.0
2-3 days,Somewhat agree,more productive,8.0,1.0,8.0,1.0,0.5
4-5 days,Somewhat agree,much more productive,8.0,0.5,9.5,5.0,2.5
0-1 days,Strongly agree,much more productive,8.0,0.75,8.0,6.0,2.0
2-3 days,Somewhat agree,same productivity,8.0,1.0,8.0,5.0,5.0
4-5 days,Somewhat agree,same productivity,9.0,0.0,9.0,3.0,3.0
2-3 days,Neither agree nor disagree,same productivity,6.0,0.25,7.0,6.0,4.0
4-5 days,Somewhat agree,more productive,4.0,1.0,7.0,1.0,2.0
1-2 days,Strongly disagree,much more productive,5.0,0.0,5.0,2.0,2.0
2-3 days,Somewhat disagree,same productivity,9.0,1.0,6.0,5.0,4.0
1-2 days,Somewhat agree,much more productive,8.0,0.0,4.0,12.0,4.0
4-5 days,Strongly agree,much more productive,12.0,1.0,12.0,9.0,2.0
2-3 days,Neither agree nor disagree,much more productive,10.0,0.5,8.0,5.5,2.0
4-5 days,Somewhat agree,much more productive,9.0,0.0,11.0,3.0,1.0
0-1 days,No response,same productivity,8.0,0.5,8.0,7.0,2.0
4-5 days,Somewhat agree,much more productive,6.5,0.25,8.0,0.5,1.0
2-3 days,Strongly agree,same productivity,8.0,0.5,8.5,1.0,0.0
2-3 days,Somewhat agree,much more productive,2.0,1.0,2.0,2.0,1.0
0-1 days,No response,less productive,7.5,0.0,7.0,5.0,4.0
4-5 days,Somewhat disagree,much more productive,7.0,0.0,7.0,5.0,4.0
2-3 days,Neither agree nor disagree,same productivity,5.0,5.0,5.0,5.0,5.0
4-5 days,Strongly agree,same productivity,9.0,1.0,9.0,3.0,1.0
0-1 days,Somewhat disagree,same productivity,4.0,1.0,3.0,3.0,8.0
1-2 days,Somewhat disagree,more productive,7.0,0.25,8.0,6.0,4.0
2-3 days,Strongly agree,less productive,9.0,0.5,10.0,7.0,6.5
3-4 days,Strongly agree,same productivity,7.0,0.0,7.0,6.0,7.0
1-2 days,Strongly agree,much more productive,8.0,1.5,8.0,3.0,4.0
0-1 days,Somewhat disagree,less productive,8.0,0.0,9.0,6.0,1.0
4-5 days,Strongly agree,much more productive,6.0,1.0,8.0,3.0,3.0
4-5 days,Strongly agree,same productivity,8.0,0.0,9.0,3.0,3.0
4-5 days,Strongly agree,much more productive,10.0,0.5,12.0,1.0,1.0
4-5 days,Somewhat agree,same productivity,8.0,0.5,8.0,6.0,1.0
4-5 days,Strongly agree,same productivity,7.0,0.0,7.0,4.0,2.0
0-1 days,Strongly agree,same productivity,7.5,0.0,8.0,4.0,4.0
4-5 days,Strongly agree,much more productive,7.0,0.0,10.0,3.0,4.0
0-1 days,Neither agree nor disagree,same productivity,5.0,0.5,7.0,2.0,2.0
3-4 days,Strongly disagree,less productive,6.0,4.0,4.0,2.0,2.0
4-5 days,Somewhat agree,same productivity,9.5,0.1,9.8,6.5,1.0
0-1 days,No response,more productive,7.0,0.0,7.0,12.0,2.0
1-2 days,Somewhat disagree,more productive,8.0,0.5,7.0,3.0,3.0
2-3 days,Somewhat agree,much more productive,8.0,3.0,8.0,4.0,4.0
1-2 days,Somewhat agree,much more productive,6.0,4.0,6.0,8.0,6.0
0-1 days,Somewhat agree,more productive,6.0,0.5,6.0,4.0,1.0
2-3 days,Somewhat agree,same productivity,8.0,1.0,8.0,4.0,6.0
4-5 days,Somewhat agree,less productive,8.0,0.0,9.0,4.0,3.0
4-5 days,Somewhat agree,same productivity,8.0,0.5,10.0,2.0,3.5
4-5 days,Strongly agree,much more productive,7.0,0.5,7.5,4.0,3.0
4-5 days,Neither agree nor disagree,same productivity,1.0,1.0,5.0,4.0,1.0
1-2 days,Strongly agree,same productivity,8.0,1.0,8.0,5.0,1.0
1-2 days,Neither agree nor disagree,same productivity,8.0,0.5,10.0,6.0,7.5
4-5 days,Somewhat agree,same productivity,8.0,0.0,9.0,12.0,3.0
2-3 days,Somewhat disagree,less productive,6.0,0.5,6.0,8.0,2.0
4-5 days,Neither agree nor disagree,more productive,8.0,1.0,8.0,3.0,2.0
4-5 days,Strongly agree,same productivity,8.0,0.0,8.0,1.0,0.0
2-3 days,Strongly disagree,much more productive,6.0,0.5,6.0,0.0,0.0
4-5 days,Somewhat agree,less productive,8.0,0.0,8.0,9.0,7.0
4-5 days,Somewhat agree,less productive,8.0,0.5,9.0,5.0,2.0
2-3 days,Strongly agree,less productive,4.0,0.0,6.0,1.0,1.0
1-2 days,Neither agree nor disagree,much more productive,8.0,0.5,8.0,11.5,4.0
4-5 days,Somewhat disagree,more productive,8.0,0.0,8.0,5.0,3.0
4-5 days,Somewhat agree,same productivity,8.0,0.0,8.0,3.0,1.0
4-5 days,Somewhat agree,much more productive,7.0,0.0,8.0,8.0,6.0
0-1 days,No response,same productivity,7.0,0.0,7.0,10.0,7.0
4-5 days,Somewhat agree,more productive,8.0,0.0,8.0,8.0,6.0
2-3 days,Somewhat agree,less productive,6.5,0.0,6.5,8.0,6.0
1-2 days,Somewhat agree,more productive,8.0,0.0,9.0,0.5,1.0
3-4 days,Neither agree nor disagree,much more productive,1.0,1.0,1.0,1.0,1.0
4-5 days,Strongly agree,much more productive,8.0,0.5,8.0,4.0,2.5
4-5 days,Strongly agree,same productivity,7.0,0.0,9.0,2.0,0.0
4-5 days,Somewhat agree,much more productive,6.0,0.5,7.0,3.0,3.0
3-4 days,Somewhat agree,much more productive,6.0,0.5,5.0,3.0,2.0
4-5 days,Somewhat agree,much more productive,8.0,0.0,8.0,4.0,1.0
1-2 days,Somewhat agree,much more productive,1.0,0.5,1.0,1.0,0.5
1-2 days,Strongly agree,much more productive,8.0,3.0,8.0,6.0,7.0
